product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,brand,stock,seller_name
P0293,LRxlzcLrJNNY,Home,8870,18871,53,2.1,969,Sony,151,RetailHub
P0294,KbVpfvrwMUsX,Electronics,17346,20407,15,2,3160,Nike,273,RetailHub
P0295,iQcEUOEiFCyq,Beauty,11479,31024,63,2.8,4170,LG,53,ValueStore
P0296,uUHvdybZimUa,Beauty,20917,22735,8,2,2160,Samsung,50,ShopGalaxy
P0297,KRSUwIJlUhMT,Books,25191,34508,27,4,135,Puma,179,PrimeSeller
P0298,GRpmbSCXAimQ,Books,13260,21047,37,2.1,4112,Nike,88,ValueStore
P0299,DfRMWQmrBxew,Fashion,10493,16654,37,4.5,3861,Puma,481,PrimeSeller
P0300,WScavkRuFAuw,Electronics,21873,33140,34,4.1,2285,LG,257,BestMart
P0301,uIqjBVvGhfoH,Sports,5441,14316,62,1.1,2050,Sony,334,RetailHub
P0302,diievtJSBeEq,Sports,13711,21093,35,2.3,1633,Nike,224,PrimeSeller
P0303,LqdeGVQiKEYf,Home,24698,30872,20,4.7,3350,Adidas,344,PrimeSeller
P0304,tjjZtABTlFFz,Sports,7353,23718,69,3.7,2668,Philips,31,PrimeSeller
P0305,fgetRJgRnPBt,Beauty,36690,39031,6,3.6,1975,LG,227,RetailHub
P0306,jyaFINjOrQOW,Beauty,10539,19884,47,3.5,931,LG,280,ShopGalaxy
P0307,xxRhoWctKfjp,Beauty,10757,30732,65,2.2,3899,Samsung,251,BestMart
P0308,wJpKLZxwSOWz,Sports,20945,34907,40,3.1,738,Nike,426,RetailHub
P0309,FUcILGxwTWqr,Electronics,18158,37828,52,3.4,1782,Apple,457,RetailHub
P0310,UdCEAxRIGZco,Fashion,3062,3292,7,2.5,4587,Samsung,405,RetailHub
P0311,jtwZmSHYZXBu,Beauty,19504,29109,33,3.7,2414,Philips,35,BestMart
P0312,QJhmtueCsTlA,Home,15245,39088,61,2.2,1414,Apple,183,RetailHub
P0313,JphFhuTysLyt,Books,20414,32925,38,2.1,702,Philips,21,PrimeSeller
P0314,YXOLOXZLsoER,Sports,16257,47812,66,2.5,332,Sony,167,RetailHub
P0315,ELWtakZICkKq,Home,38860,42703,9,2.2,2974,Adidas,279,ValueStore
P0316,jlLybixrFgmh,Home,19299,40205,52,4.8,2740,Adidas,146,ShopGalaxy
P0317,vzmvOHclWlut,Sports,6498,10314,37,4.2,4575,Apple,129,ValueStore
P0318,LfdRwKsQfiGx,Books,2066,3973,48,3.3,2702,Nike,361,PrimeSeller
P0319,TcBkQFMXrofM,Sports,26657,45180,41,2.4,2249,Adidas,171,ShopGalaxy
P0320,HacqeDESDpzw,Electronics,14295,23433,39,2.8,2175,Philips,147,ShopGalaxy
P0321,SlBFFElblCSR,Fashion,9918,22039,55,3.2,1434,Sony,339,BestMart
P0322,XthVxubhlDGc,Beauty,39721,47286,16,3,3205,Sony,249,ValueStore
P0323,JAYRCmDHYDmr,Electronics,12492,33760,63,4,288,Philips,157,PrimeSeller
P0324,HZwFhQGyirHI,Toys,19989,43454,54,2.4,994,Apple,172,ShopGalaxy
P0325,nUpnWofwhbSn,Sports,38483,46365,17,2,1228,Philips,85,ValueStore
P0326,QGmJXTTDZLsc,Sports,15711,39277,60,1.1,1290,Samsung,454,ShopGalaxy
P0327,reUFuHaPgnSM,Home,20704,47053,56,4.1,373,Puma,64,ValueStore
P0328,RXYmuUEFWTrg,Books,10152,21150,52,4.6,823,Adidas,344,ShopGalaxy
P0329,DJrTWtkMjyhW,Electronics,47272,49760,5,1.2,2534,Puma,471,ValueStore
P0330,voUCkXljpJKZ,Electronics,22236,24706,10,2.1,735,Apple,114,ValueStore
P0331,gVFhGaflkjyZ,Home,4878,5738,15,2.5,4272,Philips,67,ValueStore
P0332,BIBixydooiRQ,Electronics,7906,10267,23,3.6,4726,Sony,118,RetailHub
P0333,PDPxxJNKiPBf,Electronics,17158,23503,27,3,4106,Nike,278,PrimeSeller
P0334,cBWVzmZQGKeO,Books,30882,45414,32,1.3,4549,Nike,447,RetailHub
P0335,EonaevhpcKEs,Electronics,18071,43025,58,2.1,1612,Adidas,70,BestMart
P0336,nHTtWlDJmWym,Toys,18906,29540,36,2.5,1087,Samsung,3,RetailHub
P0337,vEniQnyMNKDo,Fashion,27904,33219,16,2.6,947,Sony,185,BestMart
P0338,cTcjUoifooiy,Books,38403,43149,11,1.9,256,Nike,408,BestMart
P0339,swfsqWaAeIVx,Sports,14002,38892,64,3.6,2118,Philips,453,ShopGalaxy
P0340,iimQfqBhqjpi,Home,10925,21009,48,3.8,702,Nike,68,PrimeSeller
P0341,lnfxZnuUdAYN,Fashion,647,752,14,3.1,4106,Apple,351,ShopGalaxy
P0342,whbKmBSTjchE,Sports,28256,38183,26,4.6,1002,Samsung,105,ShopGalaxy
P0343,aKcMDdClawwV,Books,29079,45435,36,2.6,1678,LG,450,BestMart
P0344,ePwlJtQfYYAt,Fashion,6559,8198,20,2.3,3433,Sony,149,RetailHub
P0345,XMhAPKnpvmtZ,Books,15382,19976,23,2.5,1082,Nike,178,ShopGalaxy
P0346,ZcuwvKqxECxC,Toys,32401,36001,10,3.1,4191,LG,54,BestMart
P0347,whCXzYlUahEK,Toys,18407,20007,8,2.4,2194,Adidas,465,RetailHub
P0348,FiqBhHaBuSfx,Books,8094,9522,15,4.3,4369,LG,68,ValueStore
P0349,BTXDmhXoZDHK,Fashion,29531,45432,35,4.2,4692,Puma,27,BestMart
P0350,sEqiBqfkJRBS,Books,18833,27293,31,2.3,2207,Sony,447,RetailHub
P0351,KMZPcdfRCDJi,Beauty,340,539,37,2.8,4864,Apple,420,PrimeSeller
P0352,zGYLxxiPFqLn,Toys,261,668,61,2.9,2520,LG,446,ShopGalaxy
P0353,igFcwsiiUaxL,Fashion,12160,13976,13,1.9,3355,Nike,106,PrimeSeller
P0354,KHPYHKVaNnXC,Books,13491,36462,63,3.3,747,Adidas,17,PrimeSeller
P0355,ihucNELVhQsj,Beauty,19484,48710,60,1.1,1623,Sony,347,BestMart
P0356,LbASpiKBPhCV,Home,14396,24400,41,3.6,2938,Samsung,77,ValueStore
P0357,haLNMZQOKXHS,Fashion,31193,45872,32,1.3,2250,Adidas,139,PrimeSeller
P0358,naVnPMuBatKD,Sports,8886,19316,54,1,3349,Nike,18,BestMart
P0359,YbHRaiwahKbt,Books,31635,39543,20,4.3,3311,Nike,291,ShopGalaxy
P0360,bMNFENALFtWN,Beauty,13089,39662,67,3.3,1205,Sony,367,PrimeSeller
P0361,lkOOvMothcTZ,Beauty,6975,7664,9,2,3150,Nike,209,ShopGalaxy
P0362,zitlETSMWLJG,Toys,27501,36668,25,1.4,4293,Adidas,449,ValueStore
P0363,AXfdOznEDxKw,Toys,2735,4273,36,3.8,4807,Philips,424,PrimeSeller
P0364,wpImdTxYXXLJ,Sports,35464,47923,26,3.3,711,Philips,500,ShopGalaxy
P0365,qldvJHdNlLja,Toys,6051,7036,14,3.1,3591,Nike,46,ValueStore
P0366,ZTzbUjhLqnBU,Books,3134,4235,26,3,3174,LG,500,ShopGalaxy
P0367,VATIrvglthOP,Electronics,16728,27880,40,3.9,3410,Sony,453,PrimeSeller
P0368,nNbBglsNWGtO,Home,20654,35610,42,4,4275,LG,148,RetailHub
P0369,ppndWIOlygmb,Electronics,3492,8312,58,4.9,4774,Puma,196,PrimeSeller
P0370,FhGWKXabhjyi,Beauty,17191,39977,57,3.2,2505,Nike,21,RetailHub
P0371,ekfbHMygtNVE,Home,25071,29846,16,4.2,1320,Nike,164,PrimeSeller
P0372,eWPEAzMmcbqa,Beauty,18649,25546,27,2.2,1513,Nike,446,ShopGalaxy
P0373,ejRtlyqkRVet,Sports,18419,30195,39,2.1,2557,Adidas,450,RetailHub
P0374,IzqmZaliXWHp,Fashion,10760,17932,40,1.4,270,Adidas,82,ShopGalaxy
P0375,LVQmIzHoaQaa,Sports,22970,24698,7,2.4,712,Philips,155,PrimeSeller
P0376,WenUMJheCAdD,Fashion,20474,27298,25,3.5,1310,Samsung,151,PrimeSeller
P0377,UJXuAdqfuIEu,Sports,1416,3216,56,4.2,4168,Philips,78,BestMart
P0378,soXkYEXmsiTk,Books,11812,33747,65,1.5,4000,Puma,52,PrimeSeller
P0379,YZwEKyGUSXKv,Toys,5850,12999,55,1.5,4760,Adidas,237,ValueStore
P0380,URoLIoNzDYxj,Fashion,32193,44712,28,1.9,3816,Nike,144,RetailHub
P0381,PxDaCHpIFWZx,Toys,33864,49800,32,3.5,2539,Puma,466,ShopGalaxy
P0382,fXBsFleSqEzP,Toys,10392,11809,12,4,1200,Samsung,394,RetailHub
P0383,LzHXwYYEtoGm,Toys,21179,49252,57,4.3,1595,Philips,59,ShopGalaxy
P0384,whbHenidAVgG,Toys,14921,46626,68,1.9,3066,Sony,103,RetailHub
P0385,AvjRXbrrevLh,Sports,8968,16013,44,1.3,1313,LG,87,ValueStore
P0386,pdxVmpcEAhQi,Electronics,31325,40681,23,4.9,385,Nike,151,BestMart
P0387,rIQfiImYYcOy,Home,10141,14486,30,4.4,2466,LG,266,BestMart
P0388,haYVAOIaLbDo,Home,10482,16638,37,3.8,3649,LG,23,RetailHub
P0389,GeAdpfczehrx,Electronics,17647,32679,46,4.6,2361,Adidas,390,PrimeSeller
P0390,PyeLTfWHLBqR,Home,6072,15180,60,2,1247,Puma,227,ValueStore
P0391,cyamYXsUunpC,Beauty,9611,28266,66,2.3,4296,LG,0,ValueStore
P0392,fjhFdAEEqIWu,Sports,33115,40882,19,5,4187,Apple,415,RetailHub
P0393,EfLobEMUTqbQ,Fashion,6241,8321,25,4.7,1245,Sony,431,ValueStore
P0394,fAKlaCAOvMiX,Fashion,16695,29811,44,1.5,2179,Philips,12,RetailHub
P0395,wspzuKXPivzc,Beauty,29353,30897,5,2.5,993,Adidas,446,ValueStore
P0396,GYwytfbMGmBX,Books,30724,40965,25,3.7,4096,Sony,476,ValueStore
P0397,vAQYrVVYQCMx,Beauty,21562,47915,55,2.7,3918,Puma,448,PrimeSeller
P0398,ZreGJrCGNhln,Fashion,35683,37561,5,1.9,1783,LG,231,BestMart
P0399,OIgmWTnjoJxp,Beauty,12509,14054,11,2.6,2421,LG,488,ValueStore
P0400,kQQMThFajjIs,Toys,22460,45835,51,3.4,2900,Apple,3,PrimeSeller
P0401,txiezAVfAWLP,Electronics,18239,33161,45,3.2,1782,Samsung,28,RetailHub
P0402,GbiOgxMcmZZH,Home,21897,33687,35,4.7,124,Apple,18,RetailHub
P0403,glXCQDUottya,Electronics,18419,20020,8,2.2,191,Nike,256,ValueStore
P0404,OZEAivLBfUIG,Home,17331,31510,45,2.1,3223,Samsung,52,PrimeSeller
P0405,nHdcNRyDUBim,Beauty,21499,45741,53,3.2,4121,Apple,48,PrimeSeller
P0406,olkuwpriubpb,Toys,19044,29755,36,2.5,2499,Apple,141,ShopGalaxy
P0407,HjdUApagPpQz,Books,7134,14559,51,4.9,3930,Puma,283,ValueStore
P0408,QoztLXEenUSH,Sports,6344,12438,49,4,3365,Apple,210,BestMart
P0409,MGhKlAztbroC,Books,192,435,56,4.1,3321,LG,213,RetailHub
P0410,LybZNiNWxUqO,Electronics,28770,35962,20,1.2,4387,Sony,160,RetailHub
P0411,xEsZaYtFhDgu,Toys,30001,44777,33,3.3,4907,Puma,101,ValueStore
P0412,oAhkfuESPKDz,Beauty,26102,33040,21,1.3,3628,Nike,245,ValueStore
P0413,JPIChQixrnBH,Toys,17824,49509,64,4.1,4981,Puma,403,ShopGalaxy
P0414,sFYnQYeJlyTa,Books,21893,39094,44,1.3,3444,Samsung,228,BestMart
P0415,uIEfpKNsIHUo,Electronics,25853,34936,26,4.3,4567,Sony,214,BestMart
P0416,AjmGzwaAklRm,Books,26679,38112,30,2.4,4712,Adidas,351,PrimeSeller
P0417,BwlNxhEIucvU,Home,2988,8075,63,3.7,483,Samsung,66,ValueStore
P0418,AVSpqvvxNNqt,Fashion,12267,27260,55,4.6,2012,Nike,471,ShopGalaxy
P0419,SBjmhndLjHvb,Toys,13440,16000,16,2.1,3696,Sony,190,ShopGalaxy
P0420,GyJojFWVMAKr,Home,15298,22496,32,1.6,4069,Philips,263,ShopGalaxy
P0421,DRmeeangytLy,Books,33274,46864,29,1.7,2496,Nike,73,PrimeSeller
P0422,VBzakrHfpRHv,Home,46676,49132,5,3.8,4567,Sony,131,PrimeSeller
P0423,xzsrFtExUyMZ,Fashion,39792,47941,17,4.7,4084,Apple,296,ValueStore
P0424,roZCAYWjYwTv,Sports,10447,18012,42,2.2,1157,Philips,52,ValueStore
P0425,ghxImAnGoAwm,Toys,23587,34184,31,4.4,4555,Adidas,229,PrimeSeller
P0426,NgTLKBFkzyPm,Home,21350,41861,49,1.1,1068,Adidas,183,RetailHub
P0427,KUodpbGtkRfr,Beauty,6973,8503,18,1.2,2090,Philips,192,BestMart
P0428,pmcoyDLprocY,Home,563,1876,70,3,2948,Philips,234,ValueStore
P0429,LuCLFxeWbeYn,Home,18752,46880,60,3.3,1088,Puma,207,RetailHub
P0430,athLohTjYxZk,Books,10649,25354,58,2.1,2850,Philips,276,BestMart
P0431,tNoZesCCXSVy,Books,9708,18316,47,4.1,2082,Puma,219,ValueStore
P0432,PUKrDSxgnNIR,Fashion,7004,14901,53,4.3,29,LG,456,ShopGalaxy
P0433,IKgHyDbtCbgb,Beauty,25878,38623,33,1.3,3010,Philips,213,RetailHub
P0434,iqSBKLCKTUkA,Fashion,3217,4530,29,2.8,3234,Apple,73,RetailHub
P0435,QVcnZacGPurS,Sports,10610,12337,14,3.6,870,Philips,242,PrimeSeller
P0436,YFwzzbalKqXX,Sports,105,140,25,4.8,4290,LG,138,PrimeSeller
P0437,oJmksFMPpqrD,Sports,9080,11349,20,2.9,3268,Sony,94,ShopGalaxy
P0438,phoBDpqrjzDt,Books,11405,31678,64,2,537,Adidas,288,ValueStore
P0439,pLaEGnjjzFid,Home,14284,16049,11,2.7,3715,Nike,29,ShopGalaxy
P0440,hmiCgKTIaBRZ,Sports,3650,4195,13,3.5,1245,Sony,323,RetailHub
P0441,vHLBIeRgidiR,Toys,40022,45479,12,2.6,4351,Samsung,151,PrimeSeller
P0442,XoTTxNoeKKoP,Toys,10755,16546,35,2.1,2404,Philips,50,ShopGalaxy
P0443,nubbDlciDBBr,Sports,34104,43169,21,4.2,3778,Samsung,370,ShopGalaxy
P0444,bSFolslMEdOa,Fashion,5072,9568,47,1.5,2055,Nike,102,RetailHub
P0445,QIRdGVsEUXGK,Books,14632,48773,70,1.5,2334,Apple,203,ShopGalaxy
P0446,ACtbfULVTKmb,Home,19271,32662,41,4.5,2783,LG,52,PrimeSeller
P0447,xOozRiqSvVXK,Toys,21329,26998,21,1.4,2150,LG,10,ValueStore
P0448,wmTDkIdwqtUA,Electronics,16813,39098,57,3.7,1129,Adidas,171,RetailHub
P0449,pfzbIlmVPNnw,Beauty,30179,45043,33,2.1,2431,LG,70,ValueStore
P0450,hWNGDOshSBET,Fashion,37929,46825,19,1.5,2710,Adidas,492,ValueStore
P0451,SSjCdOPAHMsZ,Beauty,11786,28745,59,1.3,877,Philips,307,PrimeSeller
P0452,yfiNTPouedGv,Toys,11120,21384,48,1,227,Puma,191,ValueStore
P0453,cNPDnwhmSVWc,Sports,20003,24100,17,4.8,3493,Puma,110,RetailHub
P0454,UOZlzMGdGzhO,Sports,14023,41244,66,2.8,2087,Samsung,362,RetailHub
P0455,vyukVtczgIVw,Home,16617,22455,26,4.3,3362,Philips,165,ValueStore
P0456,sZZqFSZIHZDS,Electronics,11687,29217,60,4.1,2408,Puma,237,PrimeSeller
P0457,lSNJwBrgfSXE,Books,32213,34269,6,2.3,4362,Nike,63,ValueStore
P0458,ufvtkwtJWLVW,Sports,18062,22863,21,3.7,2238,Apple,271,RetailHub
P0459,yTXHvGvYKGjb,Beauty,8269,10880,24,1.9,1935,Sony,368,PrimeSeller
P0460,lfoOGwaAkHQV,Toys,12475,27722,55,1.6,883,Puma,134,ShopGalaxy
P0461,VggicVeAGqFz,Toys,17874,27081,34,3.2,4064,LG,243,BestMart
P0462,woRkRdnUOuDL,Sports,9461,27824,66,2.3,4923,Philips,466,ValueStore
P0463,mgAWwCPxpQgG,Sports,33063,44084,25,3,2679,LG,258,ValueStore
P0464,tawKVZBbYyzA,Sports,16689,26490,37,2.1,1308,Puma,491,ValueStore
P0465,GdZnojuiGrTG,Home,15324,46436,67,3.2,1853,Apple,342,BestMart
P0466,HBbETgDltHuM,Electronics,40098,44553,10,3.6,4307,Philips,409,RetailHub
P0467,guCdJEGpriYE,Electronics,15633,44665,65,3,2112,Adidas,275,ValueStore
P0468,cLhJdNPbDVSh,Books,36884,44980,18,4,919,Samsung,445,BestMart
P0469,cqJbaCUWtnWo,Toys,11782,16831,30,3.6,2545,Samsung,226,PrimeSeller
P0470,ZswXPvfxWdyp,Electronics,6016,18228,67,2.1,1578,Nike,418,PrimeSeller
P0471,MDKBXeoDjUQD,Books,8498,16033,47,1.4,1486,Samsung,336,RetailHub
P0472,FENtQujoKhPl,Sports,10921,13823,21,4.4,3112,Apple,305,ShopGalaxy
P0473,fAaVREjZIZQH,Home,38395,43630,12,1.9,1919,Sony,454,BestMart
P0474,VJkcUGyGPyxF,Electronics,6360,7227,12,1.4,1219,Philips,209,PrimeSeller
P0475,tyoCnlPVDGTe,Books,3739,10995,66,1.5,2603,Nike,77,ValueStore
P0476,jdAWNwAOgAzA,Toys,9567,28989,67,2.5,4397,Nike,231,BestMart
P0477,BrxaGGsdMVfP,Electronics,29926,46039,35,2.1,801,Philips,450,ValueStore
P0478,LvvkqyKStSFl,Sports,23615,37484,37,3.5,817,Sony,399,RetailHub
P0479,DXSIRAeQTYBW,Toys,6764,8561,21,1.3,3118,LG,219,ValueStore
P0480,BggYDMfHCFMz,Toys,34658,38508,10,3.7,168,Samsung,370,ShopGalaxy
P0481,tvpTOtGiAtTn,Toys,15494,23836,35,4.2,295,Nike,464,BestMart
P0482,HEXUrfLhaBJc,Fashion,1363,4008,66,2.9,3868,LG,365,BestMart
P0483,BbMQflPGUUTp,Home,22260,25586,13,1.2,1180,LG,459,BestMart
P0484,umkdxSgzbiUZ,Home,3979,8119,51,2.1,4563,Samsung,35,PrimeSeller
P0485,SNTQOVThJjXz,Beauty,19082,25442,25,1.2,1319,Apple,147,RetailHub
P0486,baZKfihuhOoD,Fashion,8777,27426,68,4.8,425,Apple,316,ValueStore
P0487,CRcSyHWNPmVi,Fashion,22695,25500,11,3.6,581,LG,126,ShopGalaxy
P0488,jHxvjbLnQQGu,Home,2321,3516,34,3.2,1485,Sony,418,BestMart
P0489,psEOmSqppHKG,Fashion,16737,47819,65,1.8,1526,Apple,164,BestMart
P0490,pnfwlfgwJxWe,Books,19973,29372,32,5,3242,Adidas,325,ShopGalaxy
P0491,nhhvcenUzwkN,Home,31211,35068,11,4,1033,Philips,491,RetailHub
P0492,RkoyDHcwspKL,Sports,10038,30417,67,3,2830,LG,397,ValueStore
P0493,kEyZuyroWXha,Toys,2527,3610,30,3.3,1082,Philips,201,BestMart
P0494,PbuIThKjndQO,Books,4701,6621,29,3.4,3967,Nike,362,ValueStore
P0495,xTxQwZoXgEgt,Books,17211,21513,20,4.1,1205,Nike,454,PrimeSeller
P0496,yInORYaDzMvy,Home,34623,38902,11,1,1666,Puma,85,ValueStore
P0497,atlxEXnxbWmI,Beauty,20991,48814,57,3.2,4383,Nike,500,RetailHub
P0498,BJQWKdWWrVNF,Fashion,2140,2351,9,2.6,3003,Apple,170,PrimeSeller
P0499,ItmdXhNHDOST,Sports,14178,29537,52,1.9,2592,Nike,120,ShopGalaxy
P0500,dJfvUkTkwebY,Fashion,24339,37444,35,4.7,2336,Apple,215,BestMart
product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,brand,stock,seller_name
P0001,YVFQEAsgabWB,Books,29592,34813,15,1.6,624,Puma,372,PrimeSeller
P0002,LTajZudycZYd,Fashion,35242,44610,21,1.6,1243,Philips,64,ValueStore
P0003,XwZEpxsiqhXX,Home,21506,31167,31,4,3819,Puma,438,ShopGalaxy
P0004,tRrfsdvziwPD,Beauty,42903,47669,10,4.3,127,Sony,24,ValueStore
P0005,UemsYzYRNxTr,Electronics,16674,33348,50,3.1,2098,Sony,447,ValueStore
P0006,yOhpJRYaFCpZ,Home,1151,2302,50,3.9,230,Nike,58,ValueStore
P0007,UfPYTAqzjgXG,Toys,11777,30990,62,3.8,3086,Adidas,208,RetailHub
P0008,OdNHkDMDygRV,Home,2732,7805,65,3.7,3667,Puma,37,PrimeSeller
P0009,JDIGplwbptPd,Sports,14241,18988,25,3,1081,LG,263,BestMart
P0010,ChZlweXIztWD,Electronics,17995,24650,27,2.5,4389,Philips,287,PrimeSeller
P0011,yjjOWGTeppDM,Books,15512,37834,59,2.7,1029,LG,296,BestMart
P0012,jbXFRDcoYYTf,Fashion,34725,42347,18,2.8,3261,Samsung,321,ShopGalaxy
P0013,EjNblyMQtURR,Beauty,11783,16832,30,3.3,3230,Philips,137,ShopGalaxy
P0014,QfwlftQomYcS,Beauty,17855,22601,21,3.5,629,LG,307,ShopGalaxy
P0015,chiqfSEndqzl,Beauty,20286,40571,50,1.2,3389,Puma,291,PrimeSeller
P0016,symnAmpmVjqv,Sports,11470,31861,64,3.1,3632,Nike,469,RetailHub
P0017,kyuRYKruKYge,Fashion,24738,34358,28,2.5,1624,Sony,472,BestMart
P0018,rcKMmjNNYWhF,Fashion,12071,18289,34,2.6,4412,LG,229,ValueStore
P0019,TvFygBNgVPrb,Beauty,1479,2689,45,3.2,2878,Apple,289,ShopGalaxy
P0020,pLcmwFgmkxjz,Sports,2474,4123,40,2.7,3187,Puma,248,BestMart
P0021,uXdcnliIPTKR,Books,28745,44222,35,4.9,3882,Adidas,191,RetailHub
P0022,simyxclgOKfj,Sports,8724,23577,63,2.4,4804,Puma,269,RetailHub
P0023,IejAtIHqkrdF,Books,20705,39065,47,1,2801,Apple,65,BestMart
P0024,pRQcDvWhFDmN,Fashion,19955,21228,6,4,504,Philips,7,ValueStore
P0025,YfRrkXmNXesG,Toys,13394,36198,63,1.9,3052,Sony,140,BestMart
P0026,GFDqEmLLEZZV,Fashion,13253,25004,47,3.4,3366,Puma,228,RetailHub
P0027,hNBqPNpozPns,Books,19168,35496,46,1.8,4930,Apple,171,BestMart
P0028,aWOAvyQkbTWE,Sports,17649,49025,64,5,4567,Apple,141,BestMart
P0029,YvTJZkKWCIhx,Beauty,5206,13013,60,1.3,2691,Adidas,412,BestMart
P0030,qYAkSTYpylck,Fashion,11316,37718,70,1.9,1383,Adidas,415,BestMart
P0031,vOLJTmUUovFm,Fashion,13919,42176,67,3.6,2798,Adidas,433,RetailHub
P0032,nAEzqiYepGgJ,Home,16650,19137,13,2.2,342,Nike,90,BestMart
P0033,COqLbhPevmQB,Home,3277,6425,49,4.9,1733,Puma,180,PrimeSeller
P0034,QrNDGosxZqwL,Sports,42307,48076,12,1.7,4154,Philips,133,PrimeSeller
P0035,kyAZQnynmGkG,Toys,27561,32424,15,3.1,2460,Apple,8,RetailHub
P0036,YFlrVKsraCTx,Beauty,24265,35166,31,2.3,427,Adidas,390,RetailHub
P0037,PxoMlKdCwgHI,Beauty,27145,47622,43,1.8,2937,Nike,90,PrimeSeller
P0038,rgxVyhyoOnmU,Electronics,3060,7649,60,2.9,4309,Nike,231,ValueStore
P0039,BUnzorUBKnzz,Books,17688,24566,28,1.2,2036,Sony,215,RetailHub
P0040,CVoOGbVKdKpV,Sports,16110,17322,7,4.4,1938,Samsung,265,ShopGalaxy
P0041,antSxYFkEvTz,Sports,10177,12410,18,4.6,2781,Adidas,493,ShopGalaxy
P0042,KAIDujcAfrVa,Sports,13085,39651,67,4.8,4249,Puma,193,RetailHub
P0043,AasMerXYaUuG,Home,17823,49508,64,4.6,186,LG,175,RetailHub
P0044,ESeXknUkREhw,Sports,32330,35141,8,3.1,4603,Samsung,22,RetailHub
P0045,xJhArQDgEyrl,Toys,24430,28406,14,1.4,708,Sony,261,ValueStore
P0046,oBljVHLVfpqQ,Fashion,19381,39553,51,2,3465,LG,222,PrimeSeller
P0047,tNJHZoTMyULc,Fashion,17576,33799,48,2.8,4103,Apple,103,BestMart
P0048,gMcoTEUttNbg,Books,14928,28165,47,4.4,352,Sony,496,ValueStore
P0049,YWnGEMjOlmsI,Toys,10968,33235,67,2.8,1022,Philips,96,ShopGalaxy
P0050,QWplLbKLcSyb,Home,7442,19082,61,2.6,1663,Philips,246,PrimeSeller
P0051,UNMCmnzDJRlX,Home,8087,9862,18,4,2505,LG,231,BestMart
P0052,pxqSFzAIELcg,Sports,19334,31183,38,3,4465,Philips,70,BestMart
P0053,BvNtERxlIMfO,Sports,376,1210,69,2,282,Apple,69,RetailHub
P0054,tUGhAPZmctwX,Home,36556,43006,15,3.3,1971,Adidas,78,ValueStore
P0055,SlMCNKwvLvTB,Home,19044,43280,56,3.2,4616,Apple,169,RetailHub
P0056,JykryQnmRerD,Beauty,8509,23635,64,3.1,2977,Philips,49,ValueStore
P0057,YqXCtdUYmLIR,Toys,31212,39014,20,3.6,292,LG,103,ShopGalaxy
P0058,JdpylCbDinpq,Beauty,7252,12949,44,4.3,2960,Puma,285,ShopGalaxy
P0059,CkIzSvjLyrTk,Beauty,31711,34097,7,1.2,3743,Samsung,173,BestMart
P0060,ZMfBOPIDdmKE,Sports,8898,10851,18,1.8,1464,Nike,156,BestMart
P0061,kMuVItINfCjB,Books,12910,19861,35,5,1663,Puma,177,RetailHub
P0062,NnlRvYRcLors,Books,42802,47035,9,4.2,1695,Nike,104,ValueStore
P0063,GEkAlpEICnaz,Books,18344,30572,40,1.1,2708,LG,20,PrimeSeller
P0064,YkffGLXgYCbZ,Books,22532,25316,11,1.7,753,Apple,332,ShopGalaxy
P0065,GfqxTFMtLotb,Books,10825,24054,55,1.1,4588,Nike,219,ShopGalaxy
P0066,tsHeKRXRIJyo,Home,3661,11807,69,3.8,841,Puma,134,ValueStore
P0067,OryohrbgqhcG,Home,3533,5697,38,2.5,4860,Samsung,284,RetailHub
P0068,pUmUexwASCNE,Electronics,9500,19386,51,4.7,2466,Philips,255,RetailHub
P0069,gNnmzTRKJuUt,Home,11199,26664,58,1.2,1019,Samsung,160,ValueStore
P0070,IFofgxYzJMEk,Books,20937,28292,26,4.9,92,Samsung,276,ShopGalaxy
P0071,ECPbiNAeRFfM,Electronics,8696,22295,61,1.7,2873,Adidas,22,RetailHub
P0072,kEnCFyVWyAhe,Home,16963,18239,7,4.1,3334,Adidas,289,RetailHub
P0073,xFZENtdLYyQJ,Books,24166,25437,5,1,2060,Apple,3,ValueStore
P0074,nqosxYXdNdmv,Sports,1908,4146,54,1.1,2169,Philips,435,PrimeSeller
P0075,QfXkgsQLtWlu,Sports,1711,4173,59,2.3,201,Puma,394,ShopGalaxy
P0076,hePoATYNHuAO,Toys,6562,14264,54,5,712,Apple,314,BestMart
P0077,AycGSGXRvAxX,Electronics,20814,22380,7,1.5,256,Nike,335,ValueStore
P0078,AIUFSeqUixba,Electronics,15041,48518,69,1.5,2608,Nike,329,ShopGalaxy
P0079,qdwqpdIqKXHH,Sports,31552,48541,35,3.5,3208,Samsung,167,PrimeSeller
P0080,PNVhbcVGSpvo,Beauty,39310,47938,18,3.1,1587,Nike,357,ShopGalaxy
P0081,JtWddHYZxtGe,Fashion,4510,11868,62,3.3,579,Adidas,343,RetailHub
P0082,tyNbTmKScIdo,Toys,4681,6784,31,4.8,3758,Adidas,297,ValueStore
P0083,UydfdwIriOiZ,Electronics,37419,40235,7,2,136,Puma,424,PrimeSeller
P0084,wUBMXfHNjHDi,Home,9054,17082,47,2.6,188,Samsung,417,ShopGalaxy
